,country,lat,long,date,value_confirmed,iso_code,region_code,subregion_code,int_region-code,value_deaths,value_recovered
0,Greece,39.0742,21.8243,2020-01-22,0,GRC,150.0,39.0,,0,0
1,Cyprus,35.1264,33.4299,2020-01-22,0,CYP,142.0,145.0,,0,0
2,Cuba,21.521757,-77.78116700000002,2020-01-22,0,CUB,19.0,419.0,29.0,0,0
3,Croatia,45.1,15.2,2020-01-22,0,HRV,150.0,39.0,,0,0
4,Cote d'Ivoire,7.54,-5.5471,2020-01-22,0,CIV,2.0,202.0,11.0,0,0
5,Costa Rica,9.7489,-83.7534,2020-01-22,0,CRI,19.0,419.0,13.0,0,0
6,Congo (Kinshasa),-4.0383,21.7587,2020-01-22,0,COD,2.0,202.0,17.0,0,0
7,Congo (Brazzaville),-0.228,15.8277,2020-01-22,0,COG,2.0,202.0,17.0,0,0
8,Comoros,-11.6455,43.3333,2020-01-22,0,COM,2.0,202.0,14.0,0,0
9,Colombia,4.5709,-74.2973,2020-01-22,0,COL,19.0,419.0,5.0,0,0
10,China,29.1832,120.0934,2020-01-22,10,CHN,142.0,30.0,,0,0
11,China,41.1129,85.2401,2020-01-22,0,CHN,142.0,30.0,,0,0
12,China,31.6927,88.0924,2020-01-22,0,CHN,142.0,30.0,,0,0
13,China,39.3054,117.323,2020-01-22,4,CHN,142.0,30.0,,0,0
14,China,30.6171,102.7103,2020-01-22,5,CHN,142.0,30.0,,0,0
15,China,37.5777,112.2922,2020-01-22,1,CHN,142.0,30.0,,0,0
16,China,36.3427,118.1498,2020-01-22,2,CHN,142.0,30.0,,0,0
17,China,35.1917,108.8701,2020-01-22,0,CHN,142.0,30.0,,0,0
18,China,35.7452,95.9956,2020-01-22,0,CHN,142.0,30.0,,0,0
19,China,37.2692,106.1655,2020-01-22,1,CHN,142.0,30.0,,0,0
20,China,22.1667,113.55,2020-01-22,1,MAC,142.0,30.0,,0,0
21,China,41.2956,122.6085,2020-01-22,2,CHN,142.0,30.0,,0,0
22,China,43.6661,126.1923,2020-01-22,0,CHN,142.0,30.0,,0,0
23,China,27.614,115.7221,2020-01-22,2,CHN,142.0,30.0,,0,0
24,China,32.9711,119.455,2020-01-22,1,CHN,142.0,30.0,,0,0
25,China,44.0935,113.9448,2020-01-22,0,CHN,142.0,30.0,,0,0
26,China,27.6104,111.7088,2020-01-22,4,CHN,142.0,30.0,,0,0
27,China,30.9756,112.2707,2020-01-22,444,CHN,142.0,30.0,,17,28
28,China,22.3,114.2,2020-01-22,0,HKG,142.0,30.0,,0,0
29,Denmark,56.2639,9.5018,2020-01-22,0,DNK,150.0,154.0,,0,0
30,Denmark,71.7069,-42.6043,2020-01-22,0,GRL,19.0,21.0,,0,0
31,Georgia,42.3154,43.3569,2020-01-22,0,GEO,142.0,145.0,,0,0
32,Gambia,13.4432,-15.3101,2020-01-22,0,GMB,2.0,202.0,11.0,0,0
33,Gabon,-0.8037,11.6094,2020-01-22,0,GAB,2.0,202.0,17.0,0,0
34,France,18.0708,-63.0501,2020-01-22,0,MAF,19.0,419.0,29.0,0,0
35,France,46.8852,-56.3159,2020-01-22,0,SPM,19.0,21.0,,0,0
36,France,17.9,-62.8333,2020-01-22,0,BLM,19.0,419.0,29.0,0,0
37,France,-21.1151,55.5364,2020-01-22,0,REU,2.0,202.0,14.0,0,0
38,France,-12.8275,45.166244,2020-01-22,0,MYT,2.0,202.0,14.0,0,0
39,France,14.6415,-61.0242,2020-01-22,0,MTQ,19.0,419.0,29.0,0,0
40,France,16.265,-61.551,2020-01-22,0,GLP,19.0,419.0,29.0,0,0
41,France,-17.6797,149.4068,2020-01-22,0,PYF,9.0,61.0,,0,0
42,France,3.9339,-53.1258,2020-01-22,0,GUF,19.0,419.0,5.0,0,0
43,France,46.2276,2.2137,2020-01-22,0,FRA,150.0,155.0,,0,0
44,Finland,61.92411,25.748151,2020-01-22,0,FIN,150.0,154.0,,0,0
45,Fiji,-17.7134,178.065,2020-01-22,0,FJI,9.0,54.0,,0,0
46,Ethiopia,9.145,40.4897,2020-01-22,0,ETH,2.0,202.0,14.0,0,0
47,Eswatini,-26.5225,31.4659,2020-01-22,0,SWZ,2.0,202.0,18.0,0,0
48,Estonia,58.5953,25.0136,2020-01-22,0,EST,150.0,154.0,,0,0
49,Eritrea,15.1794,39.7823,2020-01-22,0,ERI,2.0,202.0,14.0,0,0
50,Equatorial Guinea,1.6508,10.2679,2020-01-22,0,GNQ,2.0,202.0,17.0,0,0
51,El Salvador,13.7942,-88.8965,2020-01-22,0,SLV,19.0,419.0,13.0,0,0
52,Ecuador,-1.8312,-78.1834,2020-01-22,0,ECU,19.0,419.0,5.0,0,0
53,Dominican Republic,18.7357,-70.1627,2020-01-22,0,DOM,19.0,419.0,29.0,0,0
54,Dominica,15.415,-61.371,2020-01-22,0,DMA,19.0,419.0,29.0,0,0
55,Djibouti,11.8251,42.5903,2020-01-22,0,DJI,2.0,202.0,14.0,0,0
56,Diamond Princess,0.0,0.0,2020-01-22,0,,,,,0,0
57,Denmark,61.8926,-6.9118,2020-01-22,0,FRO,150.0,154.0,,0,0
58,Ghana,7.9465,-1.0232,2020-01-22,0,GHA,2.0,202.0,11.0,0,0
59,China,37.8957,114.9042,2020-01-22,5,CHN,142.0,30.0,,0,0
60,Brunei,4.5353,114.7277,2020-01-22,0,BRN,142.0,35.0,,0,0
61,Brazil,-14.235,-51.9253,2020-01-22,0,BRA,19.0,419.0,5.0,0,0
62,Botswana,-22.3285,24.6849,2020-01-22,0,BWA,2.0,202.0,18.0,0,0
63,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0,BIH,150.0,39.0,,0,0
64,Bolivia,-16.2902,-63.5887,2020-01-22,0,BOL,19.0,419.0,5.0,0,0
65,Bhutan,27.5142,90.4336,2020-01-22,0,BTN,142.0,34.0,,0,0
66,Benin,9.3077,2.3158,2020-01-22,0,BEN,2.0,202.0,11.0,0,0
67,Belize,17.1899,-88.4976,2020-01-22,0,BLZ,19.0,419.0,13.0,0,0
68,Belgium,50.8333,4.469936,2020-01-22,0,BEL,150.0,155.0,,0,0
69,Belarus,53.7098,27.9534,2020-01-22,0,BLR,150.0,151.0,,0,0
70,Barbados,13.1939,-59.5432,2020-01-22,0,BRB,19.0,419.0,29.0,0,0
71,Bangladesh,23.685,90.3563,2020-01-22,0,BGD,142.0,34.0,,0,0
72,Bahrain,26.0275,50.55,2020-01-22,0,BHR,142.0,145.0,,0,0
73,Bahamas,25.025885,-78.035889,2020-01-22,0,BHS,19.0,419.0,29.0,0,0
74,Azerbaijan,40.1431,47.5769,2020-01-22,0,AZE,142.0,145.0,,0,0
75,Austria,47.5162,14.5501,2020-01-22,0,AUT,150.0,155.0,,0,0
76,Australia,-31.9505,115.8605,2020-01-22,0,AUS,9.0,53.0,,0,0
77,Australia,-37.8136,144.9631,2020-01-22,0,AUS,9.0,53.0,,0,0
78,Australia,-42.8821,147.3272,2020-01-22,0,AUS,9.0,53.0,,0,0
79,Australia,-34.9285,138.6007,2020-01-22,0,AUS,9.0,53.0,,0,0
80,Australia,-27.4698,153.0251,2020-01-22,0,AUS,9.0,53.0,,0,0
81,Australia,-12.4634,130.8456,2020-01-22,0,AUS,9.0,53.0,,0,0
82,Australia,-33.8688,151.2093,2020-01-22,0,AUS,9.0,53.0,,0,0
83,Australia,-35.4735,149.0124,2020-01-22,0,AUS,9.0,53.0,,0,0
84,Armenia,40.0691,45.0382,2020-01-22,0,ARM,142.0,145.0,,0,0
85,Argentina,-38.4161,-63.6167,2020-01-22,0,ARG,19.0,419.0,5.0,0,0
86,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0,ATG,19.0,419.0,29.0,0,0
87,Angola,-11.2027,17.8739,2020-01-22,0,AGO,2.0,202.0,17.0,0,0
88,Andorra,42.5063,1.5218,2020-01-22,0,AND,150.0,39.0,,0,0
89,Bulgaria,42.7339,25.4858,2020-01-22,0,BGR,150.0,151.0,,0,0
90,Burkina Faso,12.2383,-1.5616,2020-01-22,0,BFA,2.0,202.0,11.0,0,0
91,Burundi,-3.3731,29.9189,2020-01-22,0,BDI,2.0,202.0,14.0,0,0
92,China,19.1959,109.7453,2020-01-22,4,CHN,142.0,30.0,,0,0
93,China,26.8154,106.8748,2020-01-22,1,CHN,142.0,30.0,,0,0
94,China,23.8298,108.7881,2020-01-22,2,CHN,142.0,30.0,,0,0
95,China,23.3417,113.4244,2020-01-22,26,CHN,142.0,30.0,,0,0
96,China,35.7518,104.2861,2020-01-22,0,CHN,142.0,30.0,,0,0
97,China,26.0789,117.9874,2020-01-22,1,CHN,142.0,30.0,,0,0
98,China,30.0572,107.874,2020-01-22,6,CHN,142.0,30.0,,0,0
99,China,40.1824,116.4142,2020-01-22,14,CHN,142.0,30.0,,0,0
100,China,31.8257,117.2264,2020-01-22,1,CHN,142.0,30.0,,0,0
101,Chile,-35.6751,-71.543,2020-01-22,0,CHL,19.0,419.0,5.0,0,0
102,Chad,15.4542,18.7322,2020-01-22,0,TCD,2.0,202.0,17.0,0,0
103,Central African Republic,6.6111,20.9394,2020-01-22,0,CAF,2.0,202.0,17.0,0,0
104,Cambodia,11.55,104.9167,2020-01-22,0,KHM,142.0,35.0,,0,0
105,Cabo Verde,16.5388,-23.0418,2020-01-22,0,CPV,2.0,202.0,11.0,0,0
106,Burma,21.9162,95.956,2020-01-22,0,MMR,142.0,35.0,,0,0
107,Guatemala,15.7835,-90.2308,2020-01-22,0,GTM,19.0,419.0,13.0,0,0
108,Guinea,9.9456,-9.6966,2020-01-22,0,GIN,2.0,202.0,11.0,0,0
109,Switzerland,46.8182,8.2275,2020-01-22,0,CHE,150.0,155.0,,0,0
110,Sweden,60.128161,18.643501,2020-01-22,0,SWE,150.0,154.0,,0,0
111,Suriname,3.9193,-56.0278,2020-01-22,0,SUR,19.0,419.0,5.0,0,0
112,Sudan,12.8628,30.2176,2020-01-22,0,SDN,2.0,15.0,,0,0
113,Sri Lanka,7.873054,80.77179699999998,2020-01-22,0,LKA,142.0,34.0,,0,0
114,South Africa,-30.5595,22.9375,2020-01-22,0,ZAF,2.0,202.0,18.0,0,0
115,Somalia,5.152149,46.199616,2020-01-22,0,SOM,2.0,202.0,14.0,0,0
116,Slovenia,46.1512,14.9955,2020-01-22,0,SVN,150.0,39.0,,0,0
117,Slovakia,48.669,19.699,2020-01-22,0,SVK,150.0,151.0,,0,0
118,Singapore,1.2833,103.8333,2020-01-22,0,SGP,142.0,35.0,,0,0
119,Sierra Leone,8.460555000000001,-11.779889,2020-01-22,0,SLE,2.0,202.0,11.0,0,0
120,Seychelles,-4.6796,55.492,2020-01-22,0,SYC,2.0,202.0,14.0,0,0
121,Serbia,44.0165,21.0059,2020-01-22,0,SRB,150.0,39.0,,0,0
122,Senegal,14.4974,-14.4524,2020-01-22,0,SEN,2.0,202.0,11.0,0,0
123,Saudi Arabia,23.885942,45.079162,2020-01-22,0,SAU,142.0,145.0,,0,0
124,Sao Tome and Principe,0.1864,6.6131,2020-01-22,0,STP,2.0,202.0,17.0,0,0
125,San Marino,43.9424,12.4578,2020-01-22,0,SMR,150.0,39.0,,0,0
126,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-22,0,VCT,19.0,419.0,29.0,0,0
127,Saint Lucia,13.9094,-60.9789,2020-01-22,0,LCA,19.0,419.0,29.0,0,0
128,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-22,0,KNA,19.0,419.0,29.0,0,0
129,Rwanda,-1.9403,29.8739,2020-01-22,0,RWA,2.0,202.0,14.0,0,0
130,Romania,45.9432,24.9668,2020-01-22,0,ROU,150.0,151.0,,0,0
131,Qatar,25.3548,51.1839,2020-01-22,0,QAT,142.0,145.0,,0,0
132,Portugal,39.3999,-8.2245,2020-01-22,0,PRT,150.0,39.0,,0,0
133,Poland,51.9194,19.1451,2020-01-22,0,POL,150.0,151.0,,0,0
134,Peru,-9.19,-75.0152,2020-01-22,0,PER,19.0,419.0,5.0,0,0
135,Taiwan*,23.7,121.0,2020-01-22,1,TWN,142.0,30.0,,0,0
136,Tanzania,-6.369028,34.888822,2020-01-22,0,TZA,2.0,202.0,14.0,0,0
137,Zambia,-13.133897,27.849332,2020-01-22,0,ZMB,2.0,202.0,14.0,0,0
138,Western Sahara,24.2155,-12.8858,2020-01-22,0,ESH,2.0,15.0,,0,0
139,West Bank and Gaza,31.9522,35.2332,2020-01-22,0,PSE,142.0,145.0,,0,0
140,Venezuela,6.4238,-66.5897,2020-01-22,0,VEN,19.0,419.0,5.0,0,0
141,Uzbekistan,41.377491,64.585262,2020-01-22,0,UZB,142.0,143.0,,0,0
142,US,40.0,-100.0,2020-01-22,1,USA,19.0,21.0,,0,0
143,Uruguay,-32.5228,-55.7658,2020-01-22,0,URY,19.0,419.0,5.0,0,0
144,United Kingdom,21.69400000000001,-71.7979,2020-01-22,0,TCA,19.0,419.0,29.0,0,0
145,United Kingdom,54.2361,-4.5481,2020-01-22,0,IMN,150.0,154.0,,0,0
146,United Kingdom,36.1408,-5.3536,2020-01-22,0,GIB,150.0,39.0,,0,0
147,United Kingdom,-51.7963,-59.5236,2020-01-22,0,FLK,19.0,419.0,5.0,0,0
148,United Kingdom,49.3723,-2.3644,2020-01-22,0,,150.0,154.0,,0,0
149,United Kingdom,19.3133,-81.2546,2020-01-22,0,CYM,19.0,419.0,29.0,0,0
150,United Kingdom,18.4207,-64.64,2020-01-22,0,VGB,19.0,419.0,29.0,0,0
151,United Kingdom,32.3078,-64.7505,2020-01-22,0,BMU,19.0,21.0,,0,0
152,United Kingdom,18.2206,-63.0686,2020-01-22,0,AIA,19.0,419.0,29.0,0,0
153,United Kingdom,55.3781,-3.4360000000000004,2020-01-22,0,GBR,150.0,154.0,,0,0
154,Ukraine,48.3794,31.1656,2020-01-22,0,UKR,150.0,151.0,,0,0
155,Uganda,1.373333,32.290275,2020-01-22,0,UGA,2.0,202.0,14.0,0,0
156,Turkey,38.9637,35.2433,2020-01-22,0,TUR,142.0,145.0,,0,0
157,Tunisia,33.886917,9.537499,2020-01-22,0,TUN,2.0,15.0,,0,0
158,Trinidad and Tobago,10.6918,-61.2225,2020-01-22,0,TTO,19.0,419.0,29.0,0,0
159,Togo,8.6195,0.8248,2020-01-22,0,TGO,2.0,202.0,11.0,0,0
160,Thailand,15.870032,100.992541,2020-01-22,2,THA,142.0,35.0,,0,0
161,Tajikistan,38.861,71.2761,2020-01-22,0,TJK,142.0,143.0,,0,0
162,Paraguay,-23.4425,-58.4438,2020-01-22,0,PRY,19.0,419.0,5.0,0,0
163,Papua New Guinea,-6.314993,143.95555,2020-01-22,0,PNG,9.0,54.0,,0,0
164,Panama,8.538,-80.7821,2020-01-22,0,PAN,19.0,419.0,13.0,0,0
165,Libya,26.3351,17.228331,2020-01-22,0,LBY,2.0,15.0,,0,0
166,Liberia,6.4280550000000005,-9.429499,2020-01-22,0,LBR,2.0,202.0,11.0,0,0
167,Lesotho,-29.61,28.2336,2020-01-22,0,LSO,2.0,202.0,18.0,0,0
168,Lebanon,33.8547,35.8623,2020-01-22,0,LBN,142.0,145.0,,0,0
169,Latvia,56.8796,24.6032,2020-01-22,0,LVA,150.0,154.0,,0,0
170,Kyrgyzstan,41.20438,74.766098,2020-01-22,0,KGZ,142.0,143.0,,0,0
171,Kosovo,42.602636,20.902977,2020-01-22,0,RKS,150.0,39.0,,0,0
172,"Korea, South",35.90775700000001,127.766922,2020-01-22,1,KOR,142.0,30.0,,0,0
173,Kenya,-0.0236,37.9062,2020-01-22,0,KEN,2.0,202.0,14.0,0,0
174,Kazakhstan,48.0196,66.9237,2020-01-22,0,KAZ,142.0,143.0,,0,0
175,Jordan,31.24,36.51,2020-01-22,0,JOR,142.0,145.0,,0,0
176,Japan,36.204824,138.252924,2020-01-22,2,JPN,142.0,30.0,,0,0
177,Jamaica,18.1096,-77.2975,2020-01-22,0,JAM,19.0,419.0,29.0,0,0
178,Italy,41.87194,12.56738,2020-01-22,0,ITA,150.0,39.0,,0,0
179,Ireland,53.1424,-7.6921,2020-01-22,0,IRL,150.0,154.0,,0,0
180,Iraq,33.223191,43.679291,2020-01-22,0,IRQ,142.0,145.0,,0,0
181,Iran,32.427908,53.68804599999999,2020-01-22,0,IRN,142.0,34.0,,0,0
182,Indonesia,-0.7893,113.9213,2020-01-22,0,IDN,142.0,35.0,,0,0
183,India,20.593684,78.96288,2020-01-22,0,IND,142.0,34.0,,0,0
184,Iceland,64.9631,-19.0208,2020-01-22,0,ISL,150.0,154.0,,0,0
185,Hungary,47.1625,19.5033,2020-01-22,0,HUN,150.0,151.0,,0,0
186,Honduras,15.2,-86.2419,2020-01-22,0,HND,19.0,419.0,13.0,0,0
187,Holy See,41.9029,12.4534,2020-01-22,0,VAT,150.0,39.0,,0,0
188,Haiti,18.9712,-72.2852,2020-01-22,0,HTI,19.0,419.0,29.0,0,0
189,Guyana,4.860416000000002,-58.93018000000001,2020-01-22,0,GUY,19.0,419.0,5.0,0,0
190,Guinea-Bissau,11.8037,-15.1804,2020-01-22,0,GNB,2.0,202.0,11.0,0,0
191,Liechtenstein,47.14,9.55,2020-01-22,0,LIE,150.0,155.0,,0,0
192,Lithuania,55.1694,23.8813,2020-01-22,0,LTU,150.0,154.0,,0,0
193,Luxembourg,49.8153,6.1296,2020-01-22,0,LUX,150.0,155.0,,0,0
194,Pakistan,30.3753,69.3451,2020-01-22,0,PAK,142.0,34.0,,0,0
195,Oman,21.512583,55.92325500000001,2020-01-22,0,OMN,142.0,145.0,,0,0
196,Norway,60.472,8.4689,2020-01-22,0,NOR,150.0,154.0,,0,0
197,North Macedonia,41.6086,21.7453,2020-01-22,0,MKD,150.0,39.0,,0,0
198,Nigeria,9.082,8.6753,2020-01-22,0,NGA,2.0,202.0,11.0,0,0
199,Niger,17.607789,8.081666,2020-01-22,0,NER,2.0,202.0,11.0,0,0
200,Nicaragua,12.865416,-85.207229,2020-01-22,0,NIC,19.0,419.0,13.0,0,0
201,New Zealand,-40.9006,174.886,2020-01-22,0,NZL,9.0,53.0,,0,0
202,Netherlands,18.0425,-63.0548,2020-01-22,0,SXM,19.0,419.0,29.0,0,0
203,Netherlands,12.1696,-68.99,2020-01-22,0,CUW,19.0,419.0,29.0,0,0
204,Netherlands,12.1784,-68.2385,2020-01-22,0,BES,19.0,419.0,29.0,0,0
205,Netherlands,12.5211,-69.9683,2020-01-22,0,ABW,19.0,419.0,29.0,0,0
206,Netherlands,52.1326,5.2913,2020-01-22,0,NLD,150.0,155.0,,0,0
207,Nepal,28.1667,84.25,2020-01-22,0,NPL,142.0,34.0,,0,0
208,Algeria,28.0339,1.6596,2020-01-22,0,DZA,2.0,15.0,,0,0
209,Namibia,-22.9576,18.4904,2020-01-22,0,NAM,2.0,202.0,18.0,0,0
210,Morocco,31.7917,-7.0926,2020-01-22,0,MAR,2.0,15.0,,0,0
211,Montenegro,42.708678000000006,19.37439,2020-01-22,0,MNE,150.0,39.0,,0,0
212,Mongolia,46.8625,103.8467,2020-01-22,0,MNG,142.0,30.0,,0,0
213,Monaco,43.7333,7.4167,2020-01-22,0,MCO,150.0,155.0,,0,0
214,Moldova,47.4116,28.3699,2020-01-22,0,MDA,150.0,151.0,,0,0
215,Mexico,23.6345,-102.5528,2020-01-22,0,MEX,19.0,419.0,13.0,0,0
216,Mauritania,21.0079,-10.9408,2020-01-22,0,MRT,2.0,202.0,11.0,0,0
217,Malta,35.9375,14.3754,2020-01-22,0,MLT,150.0,39.0,,0,0
218,Mali,17.570692,-3.996166000000001,2020-01-22,0,MLI,2.0,202.0,11.0,0,0
219,Maldives,3.2028,73.2207,2020-01-22,0,MDV,142.0,34.0,,0,0
220,Malawi,-13.2543,34.3015,2020-01-22,0,MWI,2.0,202.0,14.0,0,0
221,MS Zaandam,0.0,0.0,2020-01-22,0,,,,,0,0
222,Albania,41.1533,20.1683,2020-01-22,0,ALB,150.0,39.0,,0,0
223,Zimbabwe,-19.015438,29.154857,2020-01-22,0,ZWE,2.0,202.0,14.0,0,0
224,Afghanistan,33.93911,67.709953,2020-01-22,0,AFG,142.0,34.0,,0,0
225,Guyana,4.860416000000002,-58.93018000000001,2020-01-23,0,GUY,19.0,419.0,5.0,0,0
226,Cote d'Ivoire,7.54,-5.5471,2020-01-23,0,CIV,2.0,202.0,11.0,0,0
227,Italy,41.87194,12.56738,2020-01-23,0,ITA,150.0,39.0,,0,0
228,Nicaragua,12.865416,-85.207229,2020-01-23,0,NIC,19.0,419.0,13.0,0,0
229,China,29.1832,120.0934,2020-01-23,27,CHN,142.0,30.0,,0,0
230,Nepal,28.1667,84.25,2020-01-23,0,NPL,142.0,34.0,,0,0
231,China,26.8154,106.8748,2020-01-23,3,CHN,142.0,30.0,,0,0
232,Malta,35.9375,14.3754,2020-01-23,0,MLT,150.0,39.0,,0,0
233,United Kingdom,18.2206,-63.0686,2020-01-23,0,AIA,19.0,419.0,29.0,0,0
234,Gambia,13.4432,-15.3101,2020-01-23,0,GMB,2.0,202.0,11.0,0,0
235,Eritrea,15.1794,39.7823,2020-01-23,0,ERI,2.0,202.0,14.0,0,0
236,Iceland,64.9631,-19.0208,2020-01-23,0,ISL,150.0,154.0,,0,0
237,France,18.0708,-63.0501,2020-01-23,0,MAF,19.0,419.0,29.0,0,0
238,Sao Tome and Principe,0.1864,6.6131,2020-01-23,0,STP,2.0,202.0,17.0,0,0
239,Finland,61.92411,25.748151,2020-01-23,0,FIN,150.0,154.0,,0,0
240,Central African Republic,6.6111,20.9394,2020-01-23,0,CAF,2.0,202.0,17.0,0,0
241,Luxembourg,49.8153,6.1296,2020-01-23,0,LUX,150.0,155.0,,0,0
242,China,39.3054,117.323,2020-01-23,4,CHN,142.0,30.0,,0,0
243,China,22.1667,113.55,2020-01-23,2,MAC,142.0,30.0,,0,0
244,Burkina Faso,12.2383,-1.5616,2020-01-23,0,BFA,2.0,202.0,11.0,0,0
245,Holy See,41.9029,12.4534,2020-01-23,0,VAT,150.0,39.0,,0,0
246,China,30.9756,112.2707,2020-01-23,444,CHN,142.0,30.0,,17,28
247,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0,BIH,150.0,39.0,,0,0
248,Australia,-35.4735,149.0124,2020-01-23,0,AUS,9.0,53.0,,0,0
249,France,3.9339,-53.1258,2020-01-23,0,GUF,19.0,419.0,5.0,0,0
250,Bahamas,25.025885,-78.035889,2020-01-23,0,BHS,19.0,419.0,29.0,0,0
251,Costa Rica,9.7489,-83.7534,2020-01-23,0,CRI,19.0,419.0,13.0,0,0
252,Morocco,31.7917,-7.0926,2020-01-23,0,MAR,2.0,15.0,,0,0
253,United Kingdom,36.1408,-5.3536,2020-01-23,0,GIB,150.0,39.0,,0,0
254,France,46.2276,2.2137,2020-01-23,0,FRA,150.0,155.0,,0,0
255,Slovakia,48.669,19.699,2020-01-23,0,SVK,150.0,151.0,,0,0
256,China,30.6171,102.7103,2020-01-23,8,CHN,142.0,30.0,,0,0
257,South Africa,-30.5595,22.9375,2020-01-23,0,ZAF,2.0,202.0,18.0,0,0
258,China,26.0789,117.9874,2020-01-23,5,CHN,142.0,30.0,,0,0
259,Moldova,47.4116,28.3699,2020-01-23,0,MDA,150.0,151.0,,0,0
260,China,37.2692,106.1655,2020-01-23,1,CHN,142.0,30.0,,0,0
261,Romania,45.9432,24.9668,2020-01-23,0,ROU,150.0,151.0,,0,0
262,Thailand,15.870032,100.992541,2020-01-23,3,THA,142.0,35.0,,0,0
263,Cambodia,11.55,104.9167,2020-01-23,0,KHM,142.0,35.0,,0,0
264,Iraq,33.223191,43.679291,2020-01-23,0,IRQ,142.0,145.0,,0,0
265,Croatia,45.1,15.2,2020-01-23,0,HRV,150.0,39.0,,0,0
266,China,41.2956,122.6085,2020-01-23,3,CHN,142.0,30.0,,0,0
267,Rwanda,-1.9403,29.8739,2020-01-23,0,RWA,2.0,202.0,14.0,0,0
268,Brunei,4.5353,114.7277,2020-01-23,0,BRN,142.0,35.0,,0,0
269,Chad,15.4542,18.7322,2020-01-23,0,TCD,2.0,202.0,17.0,0,0
270,Taiwan*,23.7,121.0,2020-01-23,1,TWN,142.0,30.0,,0,0
271,Albania,41.1533,20.1683,2020-01-23,0,ALB,150.0,39.0,,0,0
272,Netherlands,12.5211,-69.9683,2020-01-23,0,ABW,19.0,419.0,29.0,0,0
273,Sri Lanka,7.873054,80.77179699999998,2020-01-23,0,LKA,142.0,34.0,,0,0
274,Lebanon,33.8547,35.8623,2020-01-23,0,LBN,142.0,145.0,,0,0
275,Netherlands,12.1784,-68.2385,2020-01-23,0,BES,19.0,419.0,29.0,0,0
276,Zimbabwe,-19.015438,29.154857,2020-01-23,0,ZWE,2.0,202.0,14.0,0,0
277,Greece,39.0742,21.8243,2020-01-23,0,GRC,150.0,39.0,,0,0
278,Uruguay,-32.5228,-55.7658,2020-01-23,0,URY,19.0,419.0,5.0,0,0
279,Kazakhstan,48.0196,66.9237,2020-01-23,0,KAZ,142.0,143.0,,0,0
280,Honduras,15.2,-86.2419,2020-01-23,0,HND,19.0,419.0,13.0,0,0
281,Georgia,42.3154,43.3569,2020-01-23,0,GEO,142.0,145.0,,0,0
282,Lesotho,-29.61,28.2336,2020-01-23,0,LSO,2.0,202.0,18.0,0,0
283,Liechtenstein,47.14,9.55,2020-01-23,0,LIE,150.0,155.0,,0,0
284,Singapore,1.2833,103.8333,2020-01-23,1,SGP,142.0,35.0,,0,0
285,Cuba,21.521757,-77.78116700000002,2020-01-23,0,CUB,19.0,419.0,29.0,0,0
286,France,-21.1151,55.5364,2020-01-23,0,REU,2.0,202.0,14.0,0,0
287,Indonesia,-0.7893,113.9213,2020-01-23,0,IDN,142.0,35.0,,0,0
288,Australia,-31.9505,115.8605,2020-01-23,0,AUS,9.0,53.0,,0,0
289,Denmark,61.8926,-6.9118,2020-01-23,0,FRO,150.0,154.0,,0,0
290,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0,ATG,19.0,419.0,29.0,0,0
291,Netherlands,52.1326,5.2913,2020-01-23,0,NLD,150.0,155.0,,0,0
292,China,30.0572,107.874,2020-01-23,9,CHN,142.0,30.0,,0,0
293,Maldives,3.2028,73.2207,2020-01-23,0,MDV,142.0,34.0,,0,0
294,Cabo Verde,16.5388,-23.0418,2020-01-23,0,CPV,2.0,202.0,11.0,0,0
295,Norway,60.472,8.4689,2020-01-23,0,NOR,150.0,154.0,,0,0
296,China,27.6104,111.7088,2020-01-23,9,CHN,142.0,30.0,,0,0
297,Panama,8.538,-80.7821,2020-01-23,0,PAN,19.0,419.0,13.0,0,0
298,China,31.6927,88.0924,2020-01-23,0,CHN,142.0,30.0,,0,0
299,Benin,9.3077,2.3158,2020-01-23,0,BEN,2.0,202.0,11.0,0,0
300,Sudan,12.8628,30.2176,2020-01-23,0,SDN,2.0,15.0,,0,0
301,China,43.6661,126.1923,2020-01-23,1,CHN,142.0,30.0,,0,0
302,Portugal,39.3999,-8.2245,2020-01-23,0,PRT,150.0,39.0,,0,0
303,Guatemala,15.7835,-90.2308,2020-01-23,0,GTM,19.0,419.0,13.0,0,0
304,Nigeria,9.082,8.6753,2020-01-23,0,NGA,2.0,202.0,11.0,0,0
305,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-23,0,VCT,19.0,419.0,29.0,0,0
306,Western Sahara,24.2155,-12.8858,2020-01-23,0,ESH,2.0,15.0,,0,0
307,Ghana,7.9465,-1.0232,2020-01-23,0,GHA,2.0,202.0,11.0,0,0
308,Malawi,-13.2543,34.3015,2020-01-23,0,MWI,2.0,202.0,14.0,0,0
309,France,14.6415,-61.0242,2020-01-23,0,MTQ,19.0,419.0,29.0,0,0
310,United Kingdom,19.3133,-81.2546,2020-01-23,0,CYM,19.0,419.0,29.0,0,0
