,country,lat,long,date,value_confirmed,iso_code,region_code,subregion_code,int_region-code,value_deaths,value_recovered
24220,Portugal,39.3999,-8.2245,2020-05-08,27268,PRT,150.0,39.0,,1114,2422
24221,Mongolia,46.8625,103.8467,2020-05-08,42,MNG,142.0,30.0,,0,13
24222,Mali,17.570692,-3.996166000000001,2020-05-08,668,MLI,2.0,202.0,11.0,35,285
24223,China,19.1959,109.7453,2020-05-08,168,CHN,142.0,30.0,,6,162
24224,Djibouti,11.8251,42.5903,2020-05-08,1135,DJI,2.0,202.0,14.0,3,824
24225,Iceland,64.9631,-19.0208,2020-05-08,1801,ISL,150.0,154.0,,10,1765
24226,Lithuania,55.1694,23.8813,2020-05-08,1436,LTU,150.0,154.0,,49,765
24227,Uruguay,-32.5228,-55.7658,2020-05-08,694,URY,19.0,419.0,5.0,18,506
24228,Togo,8.6195,0.8248,2020-05-08,145,TGO,2.0,202.0,11.0,10,85
24229,Australia,-35.4735,149.0124,2020-05-08,107,AUS,9.0,53.0,,3,103
24230,Gabon,-0.8037,11.6094,2020-05-08,620,GAB,2.0,202.0,17.0,8,110
24231,Zambia,-13.133897,27.849332,2020-05-08,167,ZMB,2.0,202.0,14.0,4,111
24232,Mexico,23.6345,-102.5528,2020-05-08,31522,MEX,19.0,419.0,13.0,3160,20314
24233,Papua New Guinea,-6.314993,143.95555,2020-05-08,8,PNG,9.0,54.0,,0,8
24234,Lesotho,-29.61,28.2336,2020-05-08,0,LSO,2.0,202.0,18.0,0,0
24235,France,-17.6797,149.4068,2020-05-08,60,PYF,9.0,61.0,,0,56
24236,Eswatini,-26.5225,31.4659,2020-05-08,159,SWZ,2.0,202.0,18.0,2,12
24237,Malawi,-13.2543,34.3015,2020-05-08,43,MWI,2.0,202.0,14.0,3,14
24238,Denmark,61.8926,-6.9118,2020-05-08,187,FRO,150.0,154.0,,0,187
24239,Honduras,15.2,-86.2419,2020-05-08,1771,HND,19.0,419.0,13.0,107,192
24240,China,22.1667,113.55,2020-05-08,45,MAC,142.0,30.0,,0,40
24241,Jordan,31.24,36.51,2020-05-08,508,JOR,142.0,145.0,,9,385
24242,Brunei,4.5353,114.7277,2020-05-08,141,BRN,142.0,35.0,,1,132
24243,France,-21.1151,55.5364,2020-05-08,426,REU,2.0,202.0,14.0,0,354
24244,Netherlands,12.1784,-68.2385,2020-05-08,6,BES,19.0,419.0,29.0,0,0
24245,Poland,51.9194,19.1451,2020-05-08,15366,POL,150.0,151.0,,776,5184
24246,Cote d'Ivoire,7.54,-5.5471,2020-05-08,1602,CIV,2.0,202.0,11.0,20,754
24247,China,32.9711,119.455,2020-05-08,653,CHN,142.0,30.0,,0,652
24248,Benin,9.3077,2.3158,2020-05-08,242,BEN,2.0,202.0,11.0,2,62
24249,US,40.0,-100.0,2020-05-08,1290687,USA,19.0,21.0,,80231,198993
24250,Estonia,58.5953,25.0136,2020-05-08,1725,EST,150.0,154.0,,56,704
24251,China,39.3054,117.323,2020-05-08,191,CHN,142.0,30.0,,3,186
24252,Bahamas,25.025885,-78.035889,2020-05-08,92,BHS,19.0,419.0,29.0,11,31
24253,MS Zaandam,0.0,0.0,2020-05-08,9,,,,,2,0
24254,Cuba,21.521757,-77.78116700000002,2020-05-08,1741,CUB,19.0,419.0,29.0,74,1078
24255,Indonesia,-0.7893,113.9213,2020-05-08,13112,IDN,142.0,35.0,,943,2494
24256,Australia,-31.9505,115.8605,2020-05-08,552,AUS,9.0,53.0,,9,534
24257,China,31.6927,88.0924,2020-05-08,1,CHN,142.0,30.0,,0,1
24258,China,44.0935,113.9448,2020-05-08,201,CHN,142.0,30.0,,1,172
24259,Bolivia,-16.2902,-63.5887,2020-05-08,2266,BOL,19.0,419.0,5.0,106,237
24260,"Korea, South",35.90775700000001,127.766922,2020-05-08,10840,KOR,142.0,30.0,,256,9568
24261,China,37.5777,112.2922,2020-05-08,198,CHN,142.0,30.0,,0,195
24262,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-08,15,KNA,19.0,419.0,29.0,0,13
24263,Niger,17.607789,8.081666,2020-05-08,795,NER,2.0,202.0,11.0,44,600
24264,Peru,-9.19,-75.0152,2020-05-08,61847,PER,19.0,419.0,5.0,1714,19012
24265,Suriname,3.9193,-56.0278,2020-05-08,10,SUR,19.0,419.0,5.0,1,9
24266,Uzbekistan,41.377491,64.585262,2020-05-08,2325,UZB,142.0,143.0,,10,1775
24267,Sudan,12.8628,30.2176,2020-05-08,1111,SDN,2.0,15.0,,59,102
24268,Armenia,40.0691,45.0382,2020-05-08,3029,ARM,142.0,145.0,,43,1218
24269,China,30.9756,112.2707,2020-05-08,68128,CHN,142.0,30.0,,4512,63616
24270,Trinidad and Tobago,10.6918,-61.2225,2020-05-08,116,TTO,19.0,419.0,29.0,8,103
24271,China,37.2692,106.1655,2020-05-08,75,CHN,142.0,30.0,,0,75
24272,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-08,17,VCT,19.0,419.0,29.0,0,9
24273,Burma,21.9162,95.956,2020-05-08,177,MMR,142.0,35.0,,6,67
24274,Greece,39.0742,21.8243,2020-05-08,2691,GRC,150.0,39.0,,150,1374
24275,El Salvador,13.7942,-88.8965,2020-05-08,742,SLV,19.0,419.0,13.0,16,257
24276,Netherlands,18.0425,-63.0548,2020-05-08,76,SXM,19.0,419.0,29.0,14,44
24277,China,23.3417,113.4244,2020-05-08,1589,CHN,142.0,30.0,,8,1575
24278,Algeria,28.0339,1.6596,2020-05-08,5369,DZA,2.0,15.0,,488,2467
24279,United Kingdom,55.3781,-3.4360000000000004,2020-05-08,206174,GBR,150.0,154.0,,30900,0
24280,Cabo Verde,16.5388,-23.0418,2020-05-08,230,CPV,2.0,202.0,11.0,2,44
24281,Liberia,6.4280550000000005,-9.429499,2020-05-08,199,LBR,2.0,202.0,11.0,20,79
24282,Australia,-27.4698,153.0251,2020-05-08,1045,AUS,9.0,53.0,,6,1019
24283,Australia,-42.8821,147.3272,2020-05-08,227,AUS,9.0,53.0,,13,175
24284,Paraguay,-23.4425,-58.4438,2020-05-08,563,PRY,19.0,419.0,5.0,10,152
24285,Holy See,41.9029,12.4534,2020-05-08,12,VAT,150.0,39.0,,0,2
24286,Jamaica,18.1096,-77.2975,2020-05-08,490,JAM,19.0,419.0,29.0,9,62
24287,Australia,-12.4634,130.8456,2020-05-08,29,AUS,9.0,53.0,,0,27
24288,Ethiopia,9.145,40.4897,2020-05-08,194,ETH,2.0,202.0,14.0,4,95
24289,United Kingdom,49.3723,-2.3644,2020-05-08,545,,150.0,154.0,,41,447
24290,France,46.2276,2.2137,2020-05-08,174318,FRA,150.0,155.0,,26192,54770
24291,Somalia,5.152149,46.199616,2020-05-08,928,SOM,2.0,202.0,14.0,44,106
24292,Australia,-34.9285,138.6007,2020-05-08,439,AUS,9.0,53.0,,4,433
24293,Monaco,43.7333,7.4167,2020-05-08,95,MCO,150.0,155.0,,4,82
24294,China,35.7452,95.9956,2020-05-08,18,CHN,142.0,30.0,,0,18
24295,Diamond Princess,0.0,0.0,2020-05-08,712,,,,,13,645
24296,South Africa,-30.5595,22.9375,2020-05-08,8895,ZAF,2.0,202.0,18.0,178,3153
24297,Namibia,-22.9576,18.4904,2020-05-08,16,NAM,2.0,202.0,18.0,0,9
24298,China,26.0789,117.9874,2020-05-08,356,CHN,142.0,30.0,,1,354
24299,Antigua and Barbuda,17.0608,-61.7964,2020-05-08,25,ATG,19.0,419.0,29.0,3,16
24300,Guinea-Bissau,11.8037,-15.1804,2020-05-09,641,GNB,2.0,202.0,11.0,3,25
24301,Australia,-42.8821,147.3272,2020-05-09,227,AUS,9.0,53.0,,13,182
24302,Brunei,4.5353,114.7277,2020-05-09,141,BRN,142.0,35.0,,1,132
24303,Indonesia,-0.7893,113.9213,2020-05-09,13645,IDN,142.0,35.0,,959,2607
24304,Panama,8.538,-80.7821,2020-05-09,8282,PAN,19.0,419.0,13.0,237,4501
24305,Cabo Verde,16.5388,-23.0418,2020-05-09,236,CPV,2.0,202.0,11.0,2,56
24306,Gambia,13.4432,-15.3101,2020-05-09,20,GMB,2.0,202.0,11.0,1,9
24307,Venezuela,6.4238,-66.5897,2020-05-09,402,VEN,19.0,419.0,5.0,10,190
24308,Gabon,-0.8037,11.6094,2020-05-09,661,GAB,2.0,202.0,17.0,8,110
24309,Kyrgyzstan,41.20438,74.766098,2020-05-09,931,KGZ,142.0,143.0,,12,658
24310,Cuba,21.521757,-77.78116700000002,2020-05-09,1754,CUB,19.0,419.0,29.0,74,1140
24311,Nepal,28.1667,84.25,2020-05-09,110,NPL,142.0,34.0,,0,31
24312,Saint Lucia,13.9094,-60.9789,2020-05-09,18,LCA,19.0,419.0,29.0,0,17
24313,Ecuador,-1.8312,-78.1834,2020-05-09,29071,ECU,19.0,419.0,5.0,1717,3433
24314,Nicaragua,12.865416,-85.207229,2020-05-09,16,NIC,19.0,419.0,13.0,5,7
24315,Zimbabwe,-19.015438,29.154857,2020-05-09,35,ZWE,2.0,202.0,14.0,4,9
24316,Australia,-34.9285,138.6007,2020-05-09,439,AUS,9.0,53.0,,4,433
24317,Malawi,-13.2543,34.3015,2020-05-09,56,MWI,2.0,202.0,14.0,3,14
24318,Kosovo,42.602636,20.902977,2020-05-09,862,RKS,150.0,39.0,,28,622
24319,Australia,-27.4698,153.0251,2020-05-09,1045,AUS,9.0,53.0,,6,1019
24320,China,19.1959,109.7453,2020-05-09,168,CHN,142.0,30.0,,6,162
24321,Kazakhstan,48.0196,66.9237,2020-05-09,4975,KAZ,142.0,143.0,,31,1776
24322,Chad,15.4542,18.7322,2020-05-09,322,TCD,2.0,202.0,17.0,31,53
24323,Japan,36.204824,138.252924,2020-05-09,15755,JPN,142.0,30.0,,654,5906
24324,Cyprus,35.1264,33.4299,2020-05-09,892,CYP,142.0,145.0,,15,401
24325,United Kingdom,54.2361,-4.5481,2020-05-09,329,IMN,150.0,154.0,,23,271
24326,Portugal,39.3999,-8.2245,2020-05-09,27406,PRT,150.0,39.0,,1126,2499
24327,Algeria,28.0339,1.6596,2020-05-09,5558,DZA,2.0,15.0,,494,2546
24328,Slovenia,46.1512,14.9955,2020-05-09,1454,SVN,150.0,39.0,,101,255
24329,Netherlands,12.5211,-69.9683,2020-05-09,101,ABW,19.0,419.0,29.0,3,89
24330,Bangladesh,23.685,90.3563,2020-05-09,13770,BGD,142.0,34.0,,214,2414
24331,Guinea,9.9456,-9.6966,2020-05-09,2042,GIN,2.0,202.0,11.0,11,698
24332,Costa Rica,9.7489,-83.7534,2020-05-09,780,CRI,19.0,419.0,13.0,6,480
24333,Australia,-12.4634,130.8456,2020-05-09,29,AUS,9.0,53.0,,0,27
24334,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-09,15,KNA,19.0,419.0,29.0,0,14
24335,Fiji,-17.7134,178.065,2020-05-09,18,FJI,9.0,54.0,,0,14
24336,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-09,17,VCT,19.0,419.0,29.0,0,9
24337,India,20.593684,78.96288,2020-05-09,62808,IND,142.0,34.0,,2101,19301
24338,Chile,-35.6751,-71.543,2020-05-09,32208,CHL,19.0,419.0,5.0,304,12667
24339,Ghana,7.9465,-1.0232,2020-05-09,4263,GHA,2.0,202.0,11.0,22,378
24340,United Kingdom,18.2206,-63.0686,2020-05-09,3,AIA,19.0,419.0,29.0,0,3
24341,Equatorial Guinea,1.6508,10.2679,2020-05-09,439,GNQ,2.0,202.0,17.0,4,13
24342,San Marino,43.9424,12.4578,2020-05-09,637,SMR,150.0,39.0,,41,126
24343,Nigeria,9.082,8.6753,2020-05-09,4151,NGA,2.0,202.0,11.0,128,745
24344,Argentina,-38.4161,-63.6167,2020-05-09,5776,ARG,19.0,419.0,5.0,300,1728
24345,France,46.2276,2.2137,2020-05-09,174758,FRA,150.0,155.0,,26271,54886
24346,Botswana,-22.3285,24.6849,2020-05-09,23,BWA,2.0,202.0,18.0,1,12
24347,Monaco,43.7333,7.4167,2020-05-09,96,MCO,150.0,155.0,,4,82
24348,Maldives,3.2028,73.2207,2020-05-09,790,MDV,142.0,34.0,,3,29
24349,China,26.0789,117.9874,2020-05-09,356,CHN,142.0,30.0,,1,354
24350,China,31.8257,117.2264,2020-05-09,991,CHN,142.0,30.0,,6,985
24351,Eswatini,-26.5225,31.4659,2020-05-09,163,SWZ,2.0,202.0,18.0,2,14
24352,France,46.8852,-56.3159,2020-05-09,1,SPM,19.0,21.0,,0,0
24353,Thailand,15.870032,100.992541,2020-05-09,3004,THA,142.0,35.0,,56,2787
24354,Tajikistan,38.861,71.2761,2020-05-09,612,TJK,142.0,143.0,,20,0
24355,Dominican Republic,18.7357,-70.1627,2020-05-09,9882,DOM,19.0,419.0,29.0,385,2584
24356,United Kingdom,32.3078,-64.7505,2020-05-09,118,BMU,19.0,21.0,,7,64
24357,South Africa,-30.5595,22.9375,2020-05-09,9420,ZAF,2.0,202.0,18.0,186,3983
24358,Azerbaijan,40.1431,47.5769,2020-05-09,2422,AZE,142.0,145.0,,31,1620
24359,United Kingdom,19.3133,-81.2546,2020-05-09,81,CYM,19.0,419.0,29.0,1,41
24360,China,30.9756,112.2707,2020-05-09,68129,CHN,142.0,30.0,,4512,63616
24361,China,41.1129,85.2401,2020-05-09,76,CHN,142.0,30.0,,3,73
24362,China,43.6661,126.1923,2020-05-09,124,CHN,142.0,30.0,,1,105
24363,Belgium,50.8333,4.469936,2020-05-09,52596,BEL,150.0,155.0,,8581,13411
24364,Burma,21.9162,95.956,2020-05-09,178,MMR,142.0,35.0,,6,68
24365,Uganda,1.373333,32.290275,2020-05-09,116,UGA,2.0,202.0,14.0,0,55
24366,United Kingdom,55.3781,-3.4360000000000004,2020-05-09,208324,GBR,150.0,154.0,,31175,0
24367,Burkina Faso,12.2383,-1.5616,2020-05-09,748,BFA,2.0,202.0,11.0,48,569
24368,Mauritania,21.0079,-10.9408,2020-05-09,8,MRT,2.0,202.0,11.0,1,6
24369,Mexico,23.6345,-102.5528,2020-05-09,33460,MEX,19.0,419.0,13.0,3353,21824
24370,United Kingdom,-51.7963,-59.5236,2020-05-09,13,FLK,19.0,419.0,5.0,0,13
24371,China,27.6104,111.7088,2020-05-09,1019,CHN,142.0,30.0,,4,1015
24372,China,36.3427,118.1498,2020-05-09,788,CHN,142.0,30.0,,7,776
24373,Latvia,56.8796,24.6032,2020-05-09,930,LVA,150.0,154.0,,18,464
24374,Bolivia,-16.2902,-63.5887,2020-05-09,2437,BOL,19.0,419.0,5.0,114,258
24375,Tunisia,33.886917,9.537499,2020-05-09,1032,TUN,2.0,15.0,,45,660
24376,Seychelles,-4.6796,55.492,2020-05-09,11,SYC,2.0,202.0,14.0,0,8
24377,Libya,26.3351,17.228331,2020-05-09,64,LBY,2.0,15.0,,3,24
24378,Finland,61.92411,25.748151,2020-05-09,5880,FIN,150.0,154.0,,265,4000
24379,Australia,-31.9505,115.8605,2020-05-09,552,AUS,9.0,53.0,,9,536
24380,Brazil,-14.235,-51.9253,2020-05-09,156061,BRA,19.0,419.0,5.0,10656,61685
24381,Montenegro,42.708678000000006,19.37439,2020-05-09,324,MNE,150.0,39.0,,8,274
24382,China,32.9711,119.455,2020-05-09,653,CHN,142.0,30.0,,0,652
24383,France,14.6415,-61.0242,2020-05-09,186,MTQ,19.0,419.0,29.0,14,83
24384,Rwanda,-1.9403,29.8739,2020-05-09,280,RWA,2.0,202.0,14.0,0,140
24385,Cote d'Ivoire,7.54,-5.5471,2020-05-09,1667,CIV,2.0,202.0,11.0,21,769
24386,Cambodia,11.55,104.9167,2020-05-09,122,KHM,142.0,35.0,,0,120
24387,Niger,17.607789,8.081666,2020-05-09,815,NER,2.0,202.0,11.0,45,617
24388,Bhutan,27.5142,90.4336,2020-05-09,7,BTN,142.0,34.0,,0,5
24389,Jordan,31.24,36.51,2020-05-09,522,JOR,142.0,145.0,,9,387
24390,North Macedonia,41.6086,21.7453,2020-05-09,1622,MKD,150.0,39.0,,91,1112
24391,Togo,8.6195,0.8248,2020-05-09,153,TGO,2.0,202.0,11.0,10,87
24392,Bulgaria,42.7339,25.4858,2020-05-09,1921,BGR,150.0,151.0,,90,422
24393,Iceland,64.9631,-19.0208,2020-05-09,1801,ISL,150.0,154.0,,10,1773
24394,Slovakia,48.669,19.699,2020-05-09,1455,SVK,150.0,151.0,,26,919
24395,Denmark,71.7069,-42.6043,2020-05-09,11,GRL,19.0,21.0,,0,11
24396,Taiwan*,23.7,121.0,2020-05-09,440,TWN,142.0,30.0,,6,361
24397,France,3.9339,-53.1258,2020-05-09,141,GUF,19.0,419.0,5.0,1,119
24398,United Kingdom,18.4207,-64.64,2020-05-09,7,VGB,19.0,419.0,29.0,1,4
24399,Colombia,4.5709,-74.2973,2020-05-09,10495,COL,19.0,419.0,5.0,445,2569
24400,China,23.8298,108.7881,2020-05-09,254,CHN,142.0,30.0,,2,252
24401,Netherlands,12.1696,-68.99,2020-05-09,16,CUW,19.0,419.0,29.0,1,14
24402,Honduras,15.2,-86.2419,2020-05-09,1830,HND,19.0,419.0,13.0,108,195
24403,United Kingdom,21.69400000000001,-71.7979,2020-05-09,12,TCA,19.0,419.0,29.0,1,8
24404,Congo (Kinshasa),-4.0383,21.7587,2020-05-09,937,COD,2.0,202.0,17.0,39,130
24405,Zambia,-13.133897,27.849332,2020-05-09,252,ZMB,2.0,202.0,14.0,7,112
24406,China,40.1824,116.4142,2020-05-09,593,CHN,142.0,30.0,,9,565
24407,"Korea, South",35.90775700000001,127.766922,2020-05-09,10874,KOR,142.0,30.0,,256,9610
24408,France,17.9,-62.8333,2020-05-09,6,BLM,19.0,419.0,29.0,0,6
24409,China,39.3054,117.323,2020-05-09,191,CHN,142.0,30.0,,3,186
24410,Sierra Leone,8.460555000000001,-11.779889,2020-05-09,291,SLE,2.0,202.0,11.0,18,58
24411,Italy,41.87194,12.56738,2020-05-09,218268,ITA,150.0,39.0,,30395,103031
24412,Oman,21.512583,55.92325500000001,2020-05-09,3224,OMN,142.0,145.0,,17,1068
24413,China,44.0935,113.9448,2020-05-09,201,CHN,142.0,30.0,,1,184
24414,Paraguay,-23.4425,-58.4438,2020-05-09,689,PRY,19.0,419.0,5.0,10,155
24415,China,35.1917,108.8701,2020-05-09,308,CHN,142.0,30.0,,3,293
24416,Morocco,31.7917,-7.0926,2020-05-09,5910,MAR,2.0,15.0,,186,2461
24417,Western Sahara,24.2155,-12.8858,2020-05-09,6,ESH,2.0,15.0,,0,5
24418,Luxembourg,49.8153,6.1296,2020-05-09,3877,LUX,150.0,155.0,,101,3550
24419,Pakistan,30.3753,69.3451,2020-05-09,30334,PAK,142.0,34.0,,659,8063
24420,Burundi,-3.3731,29.9189,2020-05-09,15,BDI,2.0,202.0,14.0,1,7
24421,Sudan,12.8628,30.2176,2020-05-09,1164,SDN,2.0,15.0,,64,119
24422,MS Zaandam,0.0,0.0,2020-05-09,9,,,,,2,0
24423,China,26.8154,106.8748,2020-05-09,147,CHN,142.0,30.0,,2,145
24424,Eritrea,15.1794,39.7823,2020-05-09,39,ERI,2.0,202.0,14.0,0,37
24425,Afghanistan,33.93911,67.709953,2020-05-09,4033,AFG,142.0,34.0,,115,502
24426,Poland,51.9194,19.1451,2020-05-09,15651,POL,150.0,151.0,,785,5437
24427,Haiti,18.9712,-72.2852,2020-05-09,151,HTI,19.0,419.0,29.0,12,17
24428,Benin,9.3077,2.3158,2020-05-09,284,BEN,2.0,202.0,11.0,2,62
24429,US,40.0,-100.0,2020-05-09,1315641,USA,19.0,21.0,,81719,212534
24430,Belize,17.1899,-88.4976,2020-05-09,18,BLZ,19.0,419.0,13.0,2,16
24431,Uzbekistan,41.377491,64.585262,2020-05-09,2349,UZB,142.0,143.0,,10,1846
24432,West Bank and Gaza,31.9522,35.2332,2020-05-09,375,PSE,142.0,145.0,,2,228
24433,Antigua and Barbuda,17.0608,-61.7964,2020-05-09,25,ATG,19.0,419.0,29.0,3,19
24434,Sao Tome and Principe,0.1864,6.6131,2020-05-09,208,STP,2.0,202.0,17.0,5,4
24435,Estonia,58.5953,25.0136,2020-05-09,1733,EST,150.0,154.0,,60,747
24436,China,27.614,115.7221,2020-05-09,937,CHN,142.0,30.0,,1,936
24437,Djibouti,11.8251,42.5903,2020-05-09,1189,DJI,2.0,202.0,14.0,3,834
24438,Serbia,44.0165,21.0059,2020-05-09,10032,SRB,150.0,39.0,,215,2732
24439,Jamaica,18.1096,-77.2975,2020-05-09,490,JAM,19.0,419.0,29.0,9,62
24440,Lithuania,55.1694,23.8813,2020-05-09,1444,LTU,150.0,154.0,,49,828
24441,Namibia,-22.9576,18.4904,2020-05-09,16,NAM,2.0,202.0,18.0,0,10
24442,Australia,-35.4735,149.0124,2020-05-09,107,AUS,9.0,53.0,,3,104
24443,Guatemala,15.7835,-90.2308,2020-05-09,967,GTM,19.0,419.0,13.0,24,104
24444,Australia,-37.8136,144.9631,2020-05-09,1487,AUS,9.0,53.0,,18,1336
24445,Kenya,-0.0236,37.9062,2020-05-09,649,KEN,2.0,202.0,14.0,30,207
24446,Sweden,60.128161,18.643501,2020-05-09,26568,SWE,150.0,154.0,,3614,0
24447,Lesotho,-29.61,28.2336,2020-05-09,0,LSO,2.0,202.0,18.0,0,0
24448,Iran,32.427908,53.68804599999999,2020-05-09,106220,IRN,142.0,34.0,,6589,85064
24449,Malta,35.9375,14.3754,2020-05-09,490,MLT,150.0,39.0,,5,427
24450,Croatia,45.1,15.2,2020-05-09,2176,HRV,150.0,39.0,,87,1726
24451,France,-12.8275,45.166244,2020-05-09,988,MYT,2.0,202.0,14.0,11,492
24452,Guyana,4.860416000000002,-58.93018000000001,2020-05-09,94,GUY,19.0,419.0,5.0,10,35
24453,Iraq,33.223191,43.679291,2020-05-09,2679,IRQ,142.0,145.0,,107,1702
24454,United Kingdom,49.3723,-2.3644,2020-05-09,545,,150.0,154.0,,41,447
24455,Congo (Brazzaville),-0.228,15.8277,2020-05-09,274,COG,2.0,202.0,17.0,10,33
24456,Switzerland,46.8182,8.2275,2020-05-09,30251,CHE,150.0,155.0,,1830,26400
24457,Comoros,-11.6455,43.3333,2020-05-09,11,COM,2.0,202.0,14.0,1,0
24458,Ukraine,48.3794,31.1656,2020-05-09,14710,UKR,150.0,151.0,,376,2909
24459,Papua New Guinea,-6.314993,143.95555,2020-05-09,8,PNG,9.0,54.0,,0,8
24460,Central African Republic,6.6111,20.9394,2020-05-09,143,CAF,2.0,202.0,17.0,0,10
24461,Diamond Princess,0.0,0.0,2020-05-09,712,,,,,13,645
24462,China,37.8957,114.9042,2020-05-09,1276,CHN,142.0,30.0,,22,321
24463,China,22.1667,113.55,2020-05-09,45,MAC,142.0,30.0,,0,40
24464,Turkey,38.9637,35.2433,2020-05-09,137115,TUR,142.0,145.0,,3739,89480
24465,New Zealand,-40.9006,174.886,2020-05-09,1494,NZL,9.0,53.0,,21,1371
24466,Mongolia,46.8625,103.8467,2020-05-09,42,MNG,142.0,30.0,,0,14
24467,France,-21.1151,55.5364,2020-05-09,431,REU,2.0,202.0,14.0,0,354
24468,Ireland,53.1424,-7.6921,2020-05-09,22760,IRL,150.0,154.0,,1446,17110
24469,Netherlands,18.0425,-63.0548,2020-05-09,76,SXM,19.0,419.0,29.0,15,46
24470,China,35.7452,95.9956,2020-05-09,18,CHN,142.0,30.0,,0,18
24471,Lebanon,33.8547,35.8623,2020-05-09,809,LBN,142.0,145.0,,26,234
24472,Netherlands,52.1326,5.2913,2020-05-09,42382,NLD,150.0,155.0,,5422,0
24473,France,16.265,-61.551,2020-05-09,154,GLP,19.0,419.0,29.0,13,104
24474,China,29.1832,120.0934,2020-05-09,1268,CHN,142.0,30.0,,1,1267
24475,Moldova,47.4116,28.3699,2020-05-09,4867,MDA,150.0,151.0,,161,1925
24476,Senegal,14.4974,-14.4524,2020-05-09,1634,SEN,2.0,202.0,11.0,17,643
24477,Armenia,40.0691,45.0382,2020-05-09,3175,ARM,142.0,145.0,,44,1267
24478,Bosnia and Herzegovina,43.9159,17.6791,2020-05-09,2090,BIH,150.0,39.0,,102,1059
24479,France,-17.6797,149.4068,2020-05-09,60,PYF,9.0,61.0,,0,56
24480,Suriname,3.9193,-56.0278,2020-05-09,10,SUR,19.0,419.0,5.0,1,9
24481,Qatar,25.3548,51.1839,2020-05-09,21331,QAT,142.0,145.0,,13,2449
24482,Denmark,61.8926,-6.9118,2020-05-09,187,FRO,150.0,154.0,,0,187
24483,Belarus,53.7098,27.9534,2020-05-09,22052,BLR,150.0,151.0,,126,6050
24484,Romania,45.9432,24.9668,2020-05-09,15131,ROU,150.0,151.0,,939,6912
24485,Andorra,42.5063,1.5218,2020-05-09,754,AND,150.0,39.0,,48,545
24486,China,23.3417,113.4244,2020-05-09,1589,CHN,142.0,30.0,,8,1576
24487,Somalia,5.152149,46.199616,2020-05-09,997,SOM,2.0,202.0,14.0,48,110
24488,China,22.3,114.2,2020-05-09,1044,HKG,142.0,30.0,,4,967
24489,Trinidad and Tobago,10.6918,-61.2225,2020-05-09,116,TTO,19.0,419.0,29.0,8,104
24490,China,37.5777,112.2922,2020-05-09,198,CHN,142.0,30.0,,0,197
24491,Sri Lanka,7.873054,80.77179699999998,2020-05-09,847,LKA,142.0,34.0,,9,260
24492,Hungary,47.1625,19.5033,2020-05-09,3213,HUN,150.0,151.0,,405,904
24493,China,37.2692,106.1655,2020-05-09,75,CHN,142.0,30.0,,0,75
24494,France,18.0708,-63.0501,2020-05-09,39,MAF,19.0,419.0,29.0,3,30
24495,Ethiopia,9.145,40.4897,2020-05-09,210,ETH,2.0,202.0,14.0,5,97
24496,Holy See,41.9029,12.4534,2020-05-09,12,VAT,150.0,39.0,,0,2
24497,China,30.6171,102.7103,2020-05-09,561,CHN,142.0,30.0,,3,558
24498,Dominica,15.415,-61.371,2020-05-09,16,DMA,19.0,419.0,29.0,0,14
24499,Albania,41.1533,20.1683,2020-05-09,856,ALB,150.0,39.0,,31,627
24500,Norway,60.472,8.4689,2020-05-09,8099,NOR,150.0,154.0,,219,32
24501,Mali,17.570692,-3.996166000000001,2020-05-09,692,MLI,2.0,202.0,11.0,37,298
24502,Barbados,13.1939,-59.5432,2020-05-09,84,BRB,19.0,419.0,29.0,7,57
24503,China,41.2956,122.6085,2020-05-09,146,CHN,142.0,30.0,,2,144
24504,Denmark,56.2639,9.5018,2020-05-09,10319,DNK,150.0,154.0,,526,8093
24505,Liberia,6.4280550000000005,-9.429499,2020-05-09,199,LBR,2.0,202.0,11.0,20,79
24506,Liechtenstein,47.14,9.55,2020-05-09,82,LIE,150.0,155.0,,1,81
24507,Greece,39.0742,21.8243,2020-05-09,2710,GRC,150.0,39.0,,151,1374
24508,China,31.6927,88.0924,2020-05-09,1,CHN,142.0,30.0,,0,1
24509,Bahrain,26.0275,50.55,2020-05-09,4774,BHR,142.0,145.0,,8,2055
24510,Tanzania,-6.369028,34.888822,2020-05-09,509,TZA,2.0,202.0,14.0,21,183
24511,Uruguay,-32.5228,-55.7658,2020-05-09,702,URY,19.0,419.0,5.0,18,513
24512,United Kingdom,36.1408,-5.3536,2020-05-09,146,GIB,150.0,39.0,,0,142
24513,Saudi Arabia,23.885942,45.079162,2020-05-09,37136,SAU,142.0,145.0,,239,10144
24514,Australia,-33.8688,151.2093,2020-05-09,3053,AUS,9.0,53.0,,44,2504
24515,Georgia,42.3154,43.3569,2020-05-09,626,GEO,142.0,145.0,,10,297
24516,China,30.0572,107.874,2020-05-09,579,CHN,142.0,30.0,,6,573
24517,El Salvador,13.7942,-88.8965,2020-05-09,784,SLV,19.0,419.0,13.0,17,276
24518,Singapore,1.2833,103.8333,2020-05-09,22460,SGP,142.0,35.0,,20,2296
